id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
211	bruno l. (2015)	"<table><tr><td>Authors:</td><td>bruno l.; cortese m.; rappuoli r.; merola m.</td></tr><tr><td>Title:</td><td>lessons from reverse vaccinology for viral vaccine design</td></tr><tr><td>Source:</td><td>current opinion in virology, 11, 89-97</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.coviro.2015.03.001	0.7457	0.0546	2	265	598	18	0.888	2015	18	0.888
212	le moigne v. (2015)	"<table><tr><td>Authors:</td><td>le moigne v.; rottman m.; goulard c.; barteau b.; poncin i.; soismier n.; canaan s.; pitard b.; gaillard j.-l.; herrmann j.-l.</td></tr><tr><td>Title:</td><td>bacterial phospholipases c as vaccine candidate antigens against cystic fibrosis respiratory pathogens: the mycobacterium abscessus model</td></tr><tr><td>Source:</td><td>vaccine, 33(18), 2118-2124</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2015.03.030	0.602	0.7043	4	3	3	26	1.2827	2015	26	1.2827
213	singh s.p. (2015)	"<table><tr><td>Authors:</td><td>singh s.p.; verma v.; mishra b.n.</td></tr><tr><td>Title:</td><td>characterization of plasmodium falciparumproteome at asexual blood stages for screening of effective vaccine candidates: an immunoinformatics approach</td></tr><tr><td>Source:</td><td>immunology and immunogenetics insights, 7, 21-30</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.4137/iii.s24755	-0.2146	-0.0298	1	218	348	8	0.3947	2015	8	0.3947
214	loomis r.j. (2015)	"<table><tr><td>Authors:</td><td>loomis r.j.; johnson p.r.</td></tr><tr><td>Title:</td><td>emerging vaccine technologies</td></tr><tr><td>Source:</td><td>vaccines, 3(2), 429-447</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.3390/vaccines3020429	0.7663	0.1068	2	310	712	24	1.184	2015	24	1.184
215	guimarães l.c. (2015)	"<table><tr><td>Authors:</td><td>guimarães l.c.; soares s.c.; trost e.; blom j.; ramos r.t.j.; silva a.; barh d.; azevedo v.</td></tr><tr><td>Title:</td><td>genome informatics and vaccine targets in corynebacterium urealyticum using two whole genomes, comparative genomics, and reverse vaccinology</td></tr><tr><td>Source:</td><td>bmc genomics, 16(5)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1186/1471-2164-16-s5-s7	-0.0077	-0.1214	3	66	84	7	0.3453	2015	7	0.3453
216	leca m. (2015)	"<table><tr><td>Authors:</td><td>leca m.; bornet c.; montana m.; curti c.; vanelle p.</td></tr><tr><td>Title:</td><td>meningococcal vaccines: current state and future outlook</td></tr><tr><td>Source:</td><td>pathologie biologie, 63(3), 144-151</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.patbio.2015.04.003	1.5183	-0.0616	2	175	577	16	0.7893	2015	16	0.7893
217	naz a. (2015)	"<table><tr><td>Authors:</td><td>naz a.; awan f.m.; obaid a.; muhammad s.a.; paracha r.z.; ahmad j.; ali a.</td></tr><tr><td>Title:</td><td>identification of putative vaccine candidates against helicobacter pylori exploiting exoproteome and secretome: a reverse vaccinology based approach</td></tr><tr><td>Source:</td><td>infection, genetics and evolution, 32, 280-291</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.meegid.2015.03.027	-0.3626	-0.3227	3	322	781	99	4.884	2015	99	4.884
218	nilo a. (2015)	"<table><tr><td>Authors:</td><td>nilo a.; morelli l.; passalacqua i.; brogioni b.; allan m.; carboni f.; pezzicoli a.; zerbini f.; maione d.; fabbrini m.; romano m.r.; hu q.-y.; margarit i.; berti f.; adamo r.</td></tr><tr><td>Title:</td><td>anti-group b streptococcus glycan-conjugate vaccines using pilus protein gbs80 as carrier and antigen: comparing lysine and tyrosine-directed conjugation</td></tr><tr><td>Source:</td><td>acs chemical biology, 10(7), 1737-1746</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1021/acschembio.5b00247	0.7777	0.2538	4	175	222	36	1.776	2015	36	1.776
219	kolesanova e.f. (2015)	"<table><tr><td>Authors:</td><td>kolesanova e.f.; sobolev b.n.; moysa a.a.; egorova e.a.; archakov a.i.</td></tr><tr><td>Title:</td><td>the way to the peptide vaccine against hepatitis c</td></tr><tr><td>Source:</td><td>biochemistry (moscow) supplement series b: biomedical chemistry, 9(3), 217-227</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1134/s1990750815030026	0.5697	0.1327	2	80	83	1	0.0493	2015	1	0.0493
220	gasparini r. (2015)	"<table><tr><td>Authors:</td><td>gasparini r.; amicizia d.; lai p.l.; panatto d.</td></tr><tr><td>Title:</td><td>meningococcal b vaccination strategies and their practical application in italy</td></tr><tr><td>Source:</td><td>journal of preventive medicine and hygiene, 56(3), e133-e139</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"		1.4261	0.0184	2	122	217	10	0.4933	2015	10	0.4933
221	shi j. (2015)	"<table><tr><td>Authors:</td><td>shi j.; sun j.; wu m.; hu n.; li j.; li y.; wang h.; hu y.</td></tr><tr><td>Title:</td><td>inferring protective cd8+ t-cell epitopes for ns5 protein of four serotypes of dengue virus chinese isolates based on hla-a,-b and-c allelic distribution: implications for epitope-based universal vaccine design</td></tr><tr><td>Source:</td><td>plos one, 10(9)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1371/journal.pone.0138729	-0.7523	0.0284	1	60	81	11	0.5427	2015	11	0.5427
222	fischer a. (2015)	"<table><tr><td>Authors:</td><td>fischer a.; santana-cruz i.; hegerman j.; gourlé h.; schieck e.; lambert m.; nadendla s.; wesonga h.; miller r.a.; vashee s.; weber j.; meens j.; frey j.; jores j.</td></tr><tr><td>Title:</td><td>high quality draft genomes of the mycoplasma mycoides subsp. mycoides challenge strains afadé and b237</td></tr><tr><td>Source:</td><td>standards in genomic sciences, 10(1)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1186/s40793-015-0067-0	-0.1639	-0.3315	3	149	220	14	0.6907	2015	14	0.6907
223	madampage c.a. (2015)	"<table><tr><td>Authors:</td><td>madampage c.a.; rawlyk n.; crockford g.; wang y.; white a.p.; brownlie r.; van donkersgoed j.; dorin c.; potter a.</td></tr><tr><td>Title:</td><td>reverse vaccinology as an approach for developing histophilus somni vaccine candidates</td></tr><tr><td>Source:</td><td>biologicals, 43(6), 444-451</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.biologicals.2015.09.001	-0.048	-0.01	4	320	566	8	0.3947	2015	8	0.3947
224	carlos p. (2015)	"<table><tr><td>Authors:</td><td>carlos p.; roupie v.; holbert s.; ascencio f.; huygen k.; gomez-anduro g.; branger m.; reyes-becerril m.; angulo c.</td></tr><tr><td>Title:</td><td>in silico epitope analysis of unique and membrane associated proteins from mycobacterium avium subsp. paratuberculosis for immunogenicity and vaccine evaluation</td></tr><tr><td>Source:</td><td>journal of theoretical biology, 384, 1-9</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.jtbi.2015.08.003	-0.7929	-0.4041	1	182	248	14	0.6907	2015	14	0.6907
225	perez-casal j. (2015)	"<table><tr><td>Authors:</td><td>perez-casal j.; prysliak t.; maina t.; wang y.; townsend h.; berverov e.; nkando i.; wesonga h.; liljander a.; jores j.; naessens j.; gerdts v.; potter a.</td></tr><tr><td>Title:</td><td>analysis of immune responses to recombinant proteins from strains of mycoplasma mycoides subsp. mycoides, the causative agent of contagious bovine pleuropneumonia</td></tr><tr><td>Source:</td><td>veterinary immunology and immunopathology, 168(1-2), 103-110</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.vetimm.2015.08.013	0.1776	-0.212	3	225	366	9	0.444	2015	9	0.444
226	davies d.h. (2015)	"<table><tr><td>Authors:</td><td>davies d.h.; duffy p.; bodmer j.-l.; felgner p.l.; doolan d.l.</td></tr><tr><td>Title:</td><td>large screen approaches to identify novel malaria vaccine candidates</td></tr><tr><td>Source:</td><td>vaccine, 33(52), 7496-7505</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2015.09.059	0.422	0.1832	5	214	364	42	2.072	2015	42	2.072
227	ifeonu o.o. (2016)	"<table><tr><td>Authors:</td><td>ifeonu o.o.; simon r.; tennant s.m.; sheoran a.s.; daly m.c.; felix v.; kissinger j.c.; widmer g.; levine m.m.; tzipori s.; silva j.c.</td></tr><tr><td>Title:</td><td>cryptosporidium hominis gene catalog: a resource for the selection of novel cryptosporidium vaccine candidates</td></tr><tr><td>Source:</td><td>database, 2016</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1093/database/baw137	0.4191	0.2538	4	321	574	9	0.4066	2016	9	0.4066
228	zolla-pazner s. (2016)	"<table><tr><td>Authors:</td><td>zolla-pazner s.; powell r.; yahyaei s.; williams c.; jiang x.; li w.; lu s.; wang s.; upadhyay c.; hioe c.e.; totrov m.; kong x.</td></tr><tr><td>Title:</td><td>rationally designed vaccines targeting the v2 region of hiv-1 gp120 induce a focused, cross-clade-reactive, biologically functional antibody response</td></tr><tr><td>Source:</td><td>journal of virology, 90(24), 10993-11006</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1128/jvi.01403-16	0.587	0.4779	4	146	165	26	1.1746	2016	26	1.1746
229	meunier m. (2016)	"<table><tr><td>Authors:</td><td>meunier m.; guyard-nicodème m.; hirchaud e.; parra a.; chemaly m.; dory d.</td></tr><tr><td>Title:</td><td>identification of novel vaccine candidates against campylobacter through reverse vaccinology</td></tr><tr><td>Source:</td><td>journal of immunology research, 2016</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1155/2016/5715790	0.576	0.164	4	325	583	35	1.5812	2016	35	1.5812
230	lew-tabor a.e. (2016)	"<table><tr><td>Authors:</td><td>lew-tabor a.e.; rodriguez valle m.</td></tr><tr><td>Title:</td><td>a review of reverse vaccinology approaches for the development of vaccines against ticks and tick borne diseases</td></tr><tr><td>Source:</td><td>ticks and tick-borne diseases, 7(4), 573-585</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ttbdis.2015.12.012	0.203	0.1224	5	370	890	71	3.2076	2016	71	3.2076
231	garg n. (2016)	"<table><tr><td>Authors:</td><td>garg n.; singh r.; shukla g.; capalash n.; sharma p.</td></tr><tr><td>Title:</td><td>immunoprotective potential of in silico predicted acinetobacter baumannii outer membrane nuclease, nucab</td></tr><tr><td>Source:</td><td>international journal of medical microbiology, 306(1), 1-9</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ijmm.2015.10.005	0.5151	-0.1897	2	268	518	34	1.536	2016	34	1.536
232	kumar v. (2016)	"<table><tr><td>Authors:</td><td>kumar v.; damodharan s.; pandaranayaka e.p.j.; madathiparambil m.g.; tennyson j.</td></tr><tr><td>Title:</td><td>molecular modeling and in-silico engineering of cardamom mosaic virus coat protein for the presentation of immunogenic epitopes of leptospira lipl32</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics, 34(1), 42-56</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1080/07391102.2015.1009491	-0.5016	-0.3852	7	216	400	6	0.2711	2016	6	0.2711
233	singh r. (2016)	"<table><tr><td>Authors:</td><td>singh r.; garg n.; shukla g.; capalash n.; sharma p.</td></tr><tr><td>Title:</td><td>immunoprotective efficacy of acinetobacter baumannii outer membrane protein, filf, predicted in silico as a potential vaccine candidate</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 7(feb)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3389/fmicb.2016.00158	0.6236	-0.1649	2	254	465	48	2.1685	2016	48	2.1685
234	holtfreter s. (2016)	"<table><tr><td>Authors:</td><td>holtfreter s.; kolata j.; stentzel s.; bauerfeind s.; schmidt f.; sundaramoorthy n.; bröker b.m.</td></tr><tr><td>Title:</td><td>omics approaches for the study of adaptive immunity to staphylococcus aureus and the selection of vaccine candidates</td></tr><tr><td>Source:</td><td>proteomes, 4(1)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3390/proteomes4010011	0.4139	0.0199	2	180	264	11	0.4969	2016	11	0.4969
235	nkando i. (2016)	"<table><tr><td>Authors:</td><td>nkando i.; perez-casal j.; mwirigi m.; prysliak t.; townsend h.; berberov e.; kuria j.; mugambi j.; soi r.; liljander a.; jores j.; gerdts v.; potter a.; naessens j.; wesonga h.</td></tr><tr><td>Title:</td><td>recombinant mycoplasma mycoides proteins elicit protective immune responses against contagious bovine pleuropneumonia</td></tr><tr><td>Source:</td><td>veterinary immunology and immunopathology, 171, 103-114</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.vetimm.2016.02.010	0.4852	0.3126	4	137	152	11	0.4969	2016	11	0.4969
236	pandey k. (2016)	"<table><tr><td>Authors:</td><td>pandey k.; sharma m.; saarav i.; singh s.; dutta p.; bhardwaj a.; sharma s.</td></tr><tr><td>Title:</td><td>analysis of the dosr regulon genes to select cytotoxic t lymphocyte epitope specific vaccine candidates using a reverse vaccinology approach</td></tr><tr><td>Source:</td><td>international journal of mycobacteriology, 5(1), 34-43</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ijmyco.2015.10.005	-0.5805	-0.363	3	240	422	9	0.4066	2016	9	0.4066
237	hou m. (2016)	"<table><tr><td>Authors:</td><td>hou m.; zhou d.; li g.; guo h.; liu j.; wang g.; zheng q.; cheng z.</td></tr><tr><td>Title:</td><td>identification of a variant antigenic neutralizing epitope in hypervariable region 1 of avian leukosis virus subgroup j</td></tr><tr><td>Source:</td><td>vaccine, 34(11), 1399-1404</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2016.01.039	-0.206	0.3064	1	5	5	7	0.3162	2016	7	0.3162
238	goldstone r.j. (2016)	"<table><tr><td>Authors:</td><td>goldstone r.j.; smith d.g.e.</td></tr><tr><td>Title:</td><td>new perspectives from genomic analyses of bacterial infectious agents</td></tr><tr><td>Source:</td><td>oie revue scientifique et technique, 35(1), 203-213</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.20506/rst.35.1.2428	0.1368	-0.3556	7	43	65	0	0	2016	0	0
239	rappuoli r. (2016)	"<table><tr><td>Authors:</td><td>rappuoli r.; bottomley m.j.; d'oro u.; finco o.; de gregorio e.</td></tr><tr><td>Title:</td><td>reverse vaccinology 2.0: human immunology instructs vaccine antigen design</td></tr><tr><td>Source:</td><td>journal of experimental medicine, 213(4), 469-481</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1084/jem.20151960	0.7614	0.3505	5	265	534	164	7.409	2016	164	7.409
240	seyed n. (2016)	"<table><tr><td>Authors:</td><td>seyed n.; taheri t.; rafati s.</td></tr><tr><td>Title:</td><td>post-genomics and vaccine improvement for leishmania</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 7(apr)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3389/fmicb.2016.00467	-0.4275	0.123	1	141	262	25	1.1294	2016	25	1.1294
241	bavaro t. (2016)	"<table><tr><td>Authors:</td><td>bavaro t.; piubelli l.; amicosante m.; terreni m.</td></tr><tr><td>Title:</td><td>from new diagnostic targets to recombinant proteins and semi-synthetic protein-based vaccines</td></tr><tr><td>Source:</td><td>current organic chemistry, 20(11), 1150-1168</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.2174/1385272819666150810204736	0.3533	0.0901	4	333	610	6	0.2711	2016	6	0.2711
242	aguirre a.a.r. (2016)	"<table><tr><td>Authors:</td><td>aguirre a.a.r.; lobo f.p.; cunha r.c.; garcia m.v.; andreotti r.</td></tr><tr><td>Title:</td><td>design of the ataq peptide and its evaluation as an immunogen to develop a rhipicephalus vaccine</td></tr><tr><td>Source:</td><td>veterinary parasitology, 221, 30-38</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.vetpar.2016.02.032	0.004	0.2738	5	35	73	18	0.8132	2016	18	0.8132
243	merrifield m. (2016)	"<table><tr><td>Authors:</td><td>merrifield m.; hotez p.j.; beaumier c.m.; gillespie p.; strych u.; hayward t.; bottazzi m.e.</td></tr><tr><td>Title:</td><td>advancing a vaccine to prevent human schistosomiasis</td></tr><tr><td>Source:</td><td>vaccine, 34(26), 2988-2991</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2016.03.079	-0.3969	-0.3779	7	9	14	60	2.7106	2016	60	2.7106
244	zielke r.a. (2016)	"<table><tr><td>Authors:</td><td>zielke r.a.; wierzbicki i.h.; baarda b.i.; gafken p.r.; soge o.o.; holmes k.k.; jerse a.e.; unemo m.; sikora a.e.</td></tr><tr><td>Title:</td><td>proteomics-driven antigen discovery for development of vaccines against gonorrhea</td></tr><tr><td>Source:</td><td>molecular and cellular proteomics, 15(7), 2338-2355</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1074/mcp.m116.058800	0.2143	-0.5252	3	172	284	49	2.2137	2016	49	2.2137
245	oliveira f.m. (2016)	"<table><tr><td>Authors:</td><td>oliveira f.m.; coelho i.e.v.; lopes m.d.; taranto a.g.; junior m.c.; santos l.l.d.; villar j.a.p.f.; fonseca c.t.; lopes d.d.o.</td></tr><tr><td>Title:</td><td>the use of reverse vaccinology and molecular modeling associated with cell proliferation stimulation approach to select promiscuous epitopes from schistosoma mansoni</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 179(6), 1023-1040</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s12010-016-2048-1	-0.3184	-0.2589	7	98	116	12	0.5421	2016	12	0.5421
246	kuhdari p. (2016)	"<table><tr><td>Authors:</td><td>kuhdari p.; stefanati a.; lupi s.; valente n.; gabutti g.</td></tr><tr><td>Title:</td><td>meningococcal b vaccination: real-world experience and future perspectives</td></tr><tr><td>Source:</td><td>pathogens and global health, 110(4-5), 148-156</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1080/20477724.2016.1195072	1.5462	-0.0286	2	65	142	18	0.8132	2016	18	0.8132
247	casas v. (2016)	"<table><tr><td>Authors:</td><td>casas v.; vadillo s.; juan c.s.; carrascal m.; abian j.</td></tr><tr><td>Title:</td><td>the exposed proteomes of brachyspira hyodysenteriae and b. pilosicoli</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 7(jul)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3389/fmicb.2016.01103	-0.122	-0.4659	3	125	161	10	0.4518	2016	10	0.4518
